         650223 function calls (648759 primitive calls) in 45.561 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.008    0.001 popen_fork.py:25(poll)
        2    0.000    0.000    0.008    0.004 popen_fork.py:41(wait)
        2    0.000    0.000    0.000    0.000 popen_fork.py:51(_send_signal)
        2    0.000    0.000    0.000    0.000 popen_fork.py:61(terminate)
        2    0.000    0.000    0.011    0.005 popen_fork.py:67(_launch)
        2    0.000    0.000    0.012    0.006 process.py:101(start)
        2    0.000    0.000    0.000    0.000 process.py:119(terminate)
        2    0.000    0.000    0.008    0.004 process.py:133(join)
        2    0.000    0.000    0.000    0.000 process.py:144(is_alive)
        2    0.000    0.000    0.000    0.000 process.py:180(name)
        2    0.000    0.000    0.000    0.000 process.py:184(name)
        5    0.000    0.000    0.000    0.000 process.py:189(daemon)
        2    0.000    0.000    0.000    0.000 process.py:196(daemon)
        2    0.000    0.000    0.000    0.000 process.py:215(exitcode)
        2    0.000    0.000    0.000    0.000 process.py:225(ident)
        5    0.000    0.000    0.000    0.000 process.py:36(current_process)
        2    0.000    0.000    0.000    0.000 process.py:53(_cleanup)
        2    0.000    0.000    0.000    0.000 process.py:72(__init__)
        4    0.000    0.000    0.000    0.000 process.py:85(<genexpr>)
       12    0.000    0.000    0.000    0.000 process.py:90(_check_closed)
      600    0.007    0.000    0.022    0.000 queue.py:121(put)
     1205    0.013    0.000    0.031    0.000 queue.py:153(get)
        5    0.000    0.000    0.000    0.000 queue.py:205(_init)
     1205    0.003    0.000    0.004    0.000 queue.py:208(_qsize)
      600    0.002    0.000    0.002    0.000 queue.py:212(_put)
      600    0.001    0.000    0.002    0.000 queue.py:216(_get)
        5    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        4    0.000    0.000    0.003    0.001 queues.py:330(__init__)
        2    0.000    0.000    0.000    0.000 queues.py:356(put)
       64    0.000    0.000    0.000    0.000 random.py:224(_randbelow)
       64    0.000    0.000    0.001    0.000 random.py:256(choice)
        1    0.000    0.000    0.000    0.000 random.py:88(__init__)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        2    0.000    0.000    0.000    0.000 reduction.py:38(__init__)
        2    0.000    0.000    0.000    0.000 reduction.py:48(dumps)
      600    0.003    0.000    5.880    0.010 scorer.py:238(_passthrough_scorer)
        5    0.000    0.000    0.000    0.000 scorer.py:243(check_scoring)
        5    0.000    0.000    0.000    0.000 scorer.py:305(_check_multimetric_scoring)
        1    0.000    0.000    0.000    0.000 selectors.py:199(__enter__)
        1    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 selectors.py:234(register)
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:351(register)
        1    0.000    0.000    0.000    0.000 selectors.py:402(select)
        1    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        2    0.000    0.000    0.000    0.000 sputils.py:120(get_index_dtype)
        1    0.000    0.000    0.000    0.000 sputils.py:189(isintlike)
        1    0.000    0.000    0.000    0.000 sputils.py:211(isshape)
        1    0.000    0.000    0.000    0.000 sputils.py:268(check_shape)
        3    0.000    0.000    0.000    0.000 sputils.py:281(<genexpr>)
        1    0.000    0.000    0.000    0.000 sputils.py:92(to_native)
        5    0.001    0.000    0.003    0.001 stats.py:5648(rankdata)
       15    0.001    0.000    0.001    0.000 stride_tricks.py:116(_broadcast_to)
       45    0.000    0.000    0.000    0.000 stride_tricks.py:121(<genexpr>)
       15    0.000    0.000    0.001    0.000 stride_tricks.py:143(broadcast_to)
       15    0.000    0.000    0.000    0.000 stride_tricks.py:26(_maybe_view_as_subclass)
        8    0.000    0.000    0.002    0.000 synchronize.py:161(__init__)
        8    0.001    0.000    0.002    0.000 synchronize.py:50(__init__)
        8    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 synchronize.py:94(__enter__)
        2    0.000    0.000    0.000    0.000 synchronize.py:97(__exit__)
        8    0.000    0.000    0.000    0.000 tempfile.py:281(rng)
        8    0.000    0.000    0.001    0.000 tempfile.py:292(__next__)
        8    0.000    0.000    0.001    0.000 tempfile.py:295(<listcomp>)
        1    0.001    0.001   45.561   45.561 test_experiments.py:5(single_iteration)
        6    0.000    0.000    0.046    0.008 threading.py:1000(join)
       10    0.000    0.000    0.046    0.005 threading.py:1038(_wait_for_tstate_lock)
        4    0.000    0.000    0.000    0.000 threading.py:1080(is_alive)
        6    0.000    0.000    0.000    0.000 threading.py:1104(daemon)
        6    0.000    0.000    0.000    0.000 threading.py:1120(daemon)
       23    0.000    0.000    0.000    0.000 threading.py:1214(current_thread)
       23    0.001    0.000    0.001    0.000 threading.py:216(__init__)
     1813    0.004    0.000    0.007    0.000 threading.py:240(__enter__)
     1813    0.004    0.000    0.005    0.000 threading.py:243(__exit__)
        8    0.000    0.000    0.000    0.000 threading.py:249(_release_save)
        8    0.000    0.000    0.000    0.000 threading.py:252(_acquire_restore)
     1208    0.003    0.000    0.004    0.000 threading.py:255(_is_owned)
        8    0.000    0.000   35.543    4.443 threading.py:264(wait)
     1200    0.007    0.000    0.011    0.000 threading.py:335(notify)
        8    0.000    0.000    0.001    0.000 threading.py:499(__init__)
       24    0.000    0.000    0.000    0.000 threading.py:507(is_set)
        8    0.000    0.000   35.543    4.443 threading.py:534(wait)
        6    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        5    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        6    0.001    0.000    0.001    0.000 threading.py:758(__init__)
        6    0.000    0.000    0.004    0.001 threading.py:829(start)
        6    0.000    0.000    0.000    0.000 threading.py:968(_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:350(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:443(open)
        8    0.000    0.000    0.000    0.000 util.py:136(register_after_fork)
        4    0.001    0.000    0.001    0.000 util.py:151(__init__)
        4    0.000    0.000    0.124    0.031 util.py:170(__call__)
        2    0.000    0.000    0.000    0.000 util.py:398(_flush_std_streams)
        4    0.000    0.000    0.000    0.000 util.py:44(sub_debug)
       30    0.000    0.000    0.000    0.000 util.py:48(debug)
     6808    0.050    0.000    0.153    0.000 validation.py:131(_num_samples)
     1237    0.011    0.000    0.153    0.000 validation.py:190(check_consistent_length)
     1237    0.005    0.000    0.055    0.000 validation.py:201(<listcomp>)
       35    0.001    0.000    0.005    0.000 validation.py:208(indexable)
     3663    0.014    0.000    0.021    0.000 validation.py:325(_ensure_no_complex_data)
     3663    0.119    0.000    0.811    0.000 validation.py:332(check_array)
     3663    0.109    0.000    0.407    0.000 validation.py:36(_assert_all_finite)
     1207    0.007    0.000    0.025    0.000 validation.py:734(column_or_1d)
        5    0.000    0.000    0.000    0.000 validation.py:763(check_random_state)
        5    0.000    0.000    0.002    0.000 warnings.py:117(_formatwarnmsg)
     3663    0.017    0.000    0.066    0.000 warnings.py:165(simplefilter)
     3663    0.025    0.000    0.047    0.000 warnings.py:181(_add_filter)
        5    0.000    0.000    0.002    0.000 warnings.py:20(_showwarnmsg_impl)
        5    0.000    0.000    0.002    0.000 warnings.py:35(_formatwarnmsg_impl)
        5    0.000    0.000    0.000    0.000 warnings.py:419(__init__)
     3663    0.011    0.000    0.011    0.000 warnings.py:453(__init__)
     3663    0.022    0.000    0.026    0.000 warnings.py:474(__enter__)
     3663    0.014    0.000    0.016    0.000 warnings.py:493(__exit__)
        5    0.000    0.000    0.002    0.000 warnings.py:96(_showwarnmsg)
        8    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        8    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        8    0.000    0.000    0.000    0.000 weakref.py:336(__new__)
        8    0.000    0.000    0.000    0.000 weakref.py:341(__init__)
        1    0.000    0.000    0.495    0.495 withLabelV3.py:105(predict)
       42    0.000    0.000    0.000    0.000 withLabelV3.py:12(__init__)
        1    0.000    0.000    0.000    0.000 withLabelV3.py:16(source_data)
        1    0.000    0.000    0.002    0.002 withLabelV3.py:34(fit)
        1    0.000    0.000    0.000    0.000 withLabelV3.py:73(<listcomp>)
        1    0.000    0.000    0.002    0.002 withLabelV3.py:74(<listcomp>)
        1    0.001    0.001    0.495    0.495 withLabelV3.py:78(predict)
        1    0.000    0.000    0.494    0.494 withLabelV3.py:80(<listcomp>)
        1    0.000    0.000    0.000    0.000 withLabelV3.py:91(__init__)
        1    0.000    0.000    2.147    2.147 withLabelV3.py:95(fit)
        1    0.000    0.000    3.227    3.227 withoutLabelV3.py:11(fit)
        1    0.000    0.000    0.000    0.000 withoutLabelV3.py:7(__init__)
        1    0.000    0.000    0.328    0.328 withoutLabelV3.py:83(predict)
        9    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x3cc514}
     8664    0.025    0.000    0.053    0.000 {built-in method _abc._abc_instancecheck}
6841/6833    0.017    0.000    0.017    0.000 {built-in method _abc._abc_subclasscheck}
       10    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        9    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       23    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       25    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        6    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
    10989    0.008    0.000    0.008    0.000 {built-in method _warnings._filters_mutated}
        5    0.000    0.000    0.002    0.000 {built-in method _warnings.warn}
        8    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     2593    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       40    0.002    0.000    0.002    0.000 {built-in method builtins.eval}
      2/1    0.000    0.000   45.561   45.561 {built-in method builtins.exec}
    19576    0.024    0.000    0.024    0.000 {built-in method builtins.getattr}
    61701    0.079    0.000    0.079    0.000 {built-in method builtins.hasattr}
     3308    0.003    0.000    0.003    0.000 {built-in method builtins.id}
    53769    0.065    0.000    0.132    0.000 {built-in method builtins.isinstance}
    11651    0.014    0.000    0.014    0.000 {built-in method builtins.issubclass}
       20    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
    25383    0.021    0.000    0.023    0.000 {built-in method builtins.len}
      617    0.002    0.000    0.002    0.000 {built-in method builtins.max}
       34    0.000    0.000    0.001    0.000 {built-in method builtins.next}
     3657    0.004    0.000    0.004    0.000 {built-in method builtins.setattr}
     1986    0.005    0.000    0.005    0.000 {built-in method builtins.sorted}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       37    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
    27223    0.105    0.000    0.106    0.000 {built-in method numpy.array}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.bincount}
      613    0.006    0.000    0.006    0.000 {built-in method numpy.concatenate}
     1232    0.009    0.000    0.009    0.000 {built-in method numpy.copyto}
     4918    0.024    0.000    0.024    0.000 {built-in method numpy.empty}
       20    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       27    0.000    0.000    0.000    0.000 {built-in method numpy.result_type}
       10    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       66    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        2    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WTERMSIG}
       12    0.000    0.000    0.000    0.000 {built-in method posix.close}
        2    0.008    0.004    0.010    0.005 {built-in method posix.fork}
        3    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       32    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        2    0.000    0.000    0.000    0.000 {built-in method posix.kill}
        6    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        4    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        6    0.008    0.001    0.008    0.001 {built-in method posix.waitpid}
        2    0.000    0.000    0.000    0.000 {built-in method posix.write}
        1    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.coo_todense}
        1    0.000    0.000    0.000    0.000 {built-in method select.poll}
     1978    0.002    0.000    0.002    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
     3020    0.008    0.000    0.008    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0xb51df9c0}
        1    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
     1813    0.003    0.000    0.003    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
     1813    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.068    0.034    0.068    0.034 {method 'acquire' of '_multiprocessing.SemLock' objects}
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
     1240   35.590    0.029   35.590    0.029 {method 'acquire' of '_thread.lock' objects}
       14    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
      608    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
     6691    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
      607    0.009    0.000    0.009    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'binomial' of 'mtrand.RandomState' objects}
       64    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
     3667    0.005    0.000    0.005    0.000 {method 'copy' of 'dict' objects}
      612    0.004    0.000    0.004    0.000 {method 'copy' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       10    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'dump' of '_pickle.Pickler' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     1210    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
     3671    0.017    0.000    0.017    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
    11567    0.009    0.000    0.009    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
       95    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       20    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
     4263    0.009    0.000    0.009    0.000 {method 'insert' of 'list' objects}
     5934    0.005    0.000    0.005    0.000 {method 'isidentifier' of 'str' objects}
      600    0.004    0.000    0.004    0.000 {method 'item' of 'numpy.generic' objects}
    13410    0.010    0.000    0.010    0.000 {method 'items' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
     1216    6.566    0.005    6.835    0.006 {method 'kernel_density' of 'sklearn.neighbors.kd_tree.BinaryTree' objects}
      610    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
      625    0.002    0.000    0.045    0.000 {method 'mean' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
        5    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     3200    0.048    0.000    0.048    0.000 {method 'normal' of 'mtrand.RandomState' objects}
      656    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      600    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      602    0.001    0.000    0.001    0.000 {method 'pop' of 'set' objects}
      600    0.001    0.000    0.001    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
     1213    0.004    0.000    0.004    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
    11381    0.190    0.000    0.190    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       14    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
     3663    0.011    0.000    0.011    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       27    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     4888    0.009    0.000    0.009    0.000 {method 'rpartition' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
     4278    0.029    0.000    0.029    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     1207    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      638    0.004    0.000    0.021    0.000 {method 'sum' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
     2400    0.032    0.000    0.032    0.000 {method 'take' of 'numpy.ndarray' objects}
      632    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     1978    0.004    0.000    0.004    0.000 {method 'values' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      125    0.000    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}


